,Area (m²),Quartos,Idade (anos),Distância Centro (km),Garagens,Banheiros,Andar,Vista_Mar,Mobilidade,Segurança,Area_Construida (m²),Total_Comodos,Zona,Preço (R$ mil),Area_Total (m²)
307,120.1,4,6,4.5,3,4,20,0,1,8,104.2,8,Centro,1186.9,224.3
308,153.9,6,11,12.8,2,4,,0,1,5,127.5,10,Intermediária,841.0,281.3
309,68.4,2,3,1.9,1,2,,0,1,9,49.5,4,Centro,669.0,117.9
310,124.4,4,10,1.8,1,3,,0,6,10,107.8,7,Centro,1211.7,232.3
311,179.1,2,6,1.9,1,2,3,0,6,8,150.1,4,Centro,1012.5,329.2
312,137.8,3,6,9.5,2,3,,1,3,7,123.8,6,Intermediária,809.9,261.6
313,168.4,4,12,1.1,1,4,,0,6,9,140.4,8,Centro,1455.7,308.9
314,60.2,6,12,1.4,2,4,1,0,10,10,58.4,10,Centro,1337.1,118.6
315,141.1,4,11,4.8,2,4,22,0,2,9,110.9,8,Centro,1207.4,252.0
316,118.0,2,1,6.9,0,2,2,0,9,7,100.4,4,Intermediária,643.3,218.4
317,82.6,3,1,9.7,1,3,13,1,7,8,63.6,6,Intermediária,860.9,146.3
318,104.5,4,5,16.7,1,4,,1,4,5,91.9,8,Afastada,583.1,196.4
319,126.0,3,18,7.3,1,2,,0,10,8,104.6,5,Intermediária,823.7,230.6
320,125.1,3,20,19.5,3,3,,0,3,8,113.6,6,Afastada,440.6,238.7
321,253.0,3,2,1.8,2,3,,0,9,10,225.2,6,Centro,1070.0,478.2
322,116.9,4,0,6.4,1,4,,0,9,8,98.2,8,Intermediária,1048.1,215.0
323,190.0,3,2,10.1,1,3,,0,5,7,162.8,6,Intermediária,664.0,352.8
324,128.5,5,9,4.6,1,4,,0,3,10,100.8,9,Centro,1243.0,229.4
325,86.6,2,1,6.3,1,1,3,0,2,8,77.6,3,Intermediária,461.6,164.2
326,106.0,5,10,9.2,1,4,,0,5,9,91.9,9,Intermediária,1005.5,197.9
327,93.6,2,8,6.0,0,1,,0,1,8,87.7,3,Intermediária,503.0,181.2
328,165.6,3,9,2.9,1,3,,1,3,10,138.8,6,Centro,1189.1,304.4
329,165.6,2,8,21.2,1,2,18,0,3,5,134.6,4,Afastada,482.1,300.2
330,57.1,3,2,7.4,1,2,,0,10,7,52.7,5,Intermediária,882.3,109.8
331,109.7,2,1,5.6,1,2,,0,10,7,91.0,4,Intermediária,658.1,200.6
332,174.3,4,11,5.5,1,3,19,0,9,8,149.4,7,Intermediária,860.7,323.7
333,90.1,3,7,2.3,2,3,,0,8,8,67.8,6,Centro,955.7,157.9
334,125.8,5,7,3.4,1,4,,0,5,8,111.3,9,Centro,1011.5,237.1
335,183.4,3,27,10.0,1,2,3,0,4,6,160.6,5,Intermediária,468.2,344.0
336,97.3,4,10,10.7,1,3,23,0,8,7,74.1,7,Intermediária,843.5,171.4
337,196.4,3,0,20.4,2,2,5,0,9,6,167.2,5,Afastada,731.6,363.6
338,140.5,5,3,4.2,1,4,7,0,6,9,115.7,9,Centro,1292.6,256.2
339,185.0,5,8,0.5,1,4,18,0,1,8,165.0,9,Centro,1320.5,350.0
340,181.2,3,1,1.4,2,3,23,0,5,10,151.8,6,Centro,1357.1,333.0
341,65.0,3,8,2.7,2,2,12,0,3,10,52.1,5,Centro,840.0,117.1
342,251.4,3,2,1.2,3,3,9,0,6,10,203.2,6,Centro,1317.9,454.6
343,263.3,3,8,5.4,1,3,20,0,2,8,228.9,6,Intermediária,856.8,492.2
344,117.4,2,3,1.5,0,1,13,0,4,9,102.6,3,Centro,805.0,220.0
345,213.3,3,4,10.5,2,3,,0,9,7,181.9,6,Intermediária,838.7,395.2
346,129.6,3,5,7.1,2,3,4,0,2,9,105.2,6,Intermediária,592.6,234.8
347,157.5,3,2,2.3,2,3,,1,5,10,131.3,6,Centro,1086.3,288.8
348,297.6,4,5,1.2,1,4,,0,5,10,252.6,8,Centro,1409.6,550.2
349,169.0,4,10,1.6,1,4,6,0,4,10,140.3,8,Centro,1054.7,309.4
350,88.2,4,8,4.9,1,4,,1,8,9,75.7,8,Centro,1135.1,163.9
351,112.6,1,4,6.7,1,1,9,0,8,9,98.0,2,Intermediária,677.9,210.6
352,98.9,3,9,6.1,1,2,5,0,3,9,83.6,5,Intermediária,846.0,182.5
353,94.4,1,5,7.2,1,1,,0,5,8,92.5,2,Intermediária,468.4,186.9
354,135.7,2,2,3.1,1,1,,0,2,8,108.9,3,Centro,735.6,244.6
355,108.1,3,8,1.5,2,2,,1,1,9,103.2,5,Centro,1009.9,211.3
356,161.2,2,18,7.2,0,1,8,0,8,8,131.8,3,Intermediária,698.3,293.0
357,153.0,6,11,3.2,1,4,17,1,5,8,128.4,10,Centro,1429.9,281.4
358,157.4,6,2,3.7,2,4,19,0,9,9,129.7,10,Centro,1500.0,287.1
359,111.4,2,1,3.9,1,2,,0,7,10,86.1,4,Centro,746.0,197.5
360,153.8,4,2,7.2,1,4,21,0,6,8,132.2,8,Intermediária,1157.2,286.0
361,122.7,3,1,17.1,1,3,,0,6,7,102.1,6,Afastada,649.9,224.8
362,135.6,3,9,3.6,1,2,20,0,7,9,102.5,5,Centro,1058.5,238.2
363,106.4,2,6,2.4,1,2,,0,4,8,89.7,4,Centro,667.7,196.1
364,89.3,3,10,6.3,1,2,18,0,7,8,84.7,5,Intermediária,759.9,174.0
365,92.7,4,18,8.5,1,4,18,0,6,10,77.2,8,Intermediária,970.3,170.0
366,216.5,4,18,2.4,1,4,24,0,10,8,186.8,8,Centro,1294.3,403.4
367,275.3,3,23,1.3,1,3,,1,1,10,232.9,6,Centro,1077.6,508.2
368,112.6,5,2,0.8,1,4,,0,6,10,91.4,9,Centro,1143.5,204.0
369,114.9,4,8,17.9,1,4,20,0,4,3,105.3,8,Afastada,647.2,220.2
370,42.4,1,26,7.5,1,1,,0,2,7,36.8,2,Intermediária,234.4,79.2
371,111.4,3,3,8.2,1,3,,0,1,8,93.4,6,Intermediária,661.3,204.8
372,61.4,3,6,9.7,2,2,8,0,5,9,53.2,5,Intermediária,640.5,114.7
373,216.3,5,7,5.8,1,4,2,1,9,9,175.8,9,Intermediária,1209.0,392.1
374,61.7,2,5,9.5,1,1,21,0,9,8,50.7,3,Intermediária,689.8,112.4
375,181.8,6,2,4.5,3,4,16,0,3,9,149.0,10,Centro,1305.2,330.8
376,289.4,5,1,5.0,1,4,,0,4,8,254.2,9,Centro,1500.0,543.6
377,155.8,5,19,7.6,1,4,20,0,10,10,130.6,9,Intermediária,1244.8,286.4
378,68.4,2,20,1.2,1,2,3,0,8,9,54.0,4,Centro,762.1,122.4
379,105.8,3,16,8.4,1,3,20,1,2,9,93.6,6,Intermediária,893.4,199.4
380,113.9,1,4,5.2,1,1,,1,10,6,95.3,2,Intermediária,714.8,209.2
381,168.9,2,3,6.8,1,2,21,0,8,9,141.0,4,Intermediária,744.7,310.0
382,48.3,6,4,5.2,3,4,,0,9,8,35.1,10,Intermediária,1157.3,83.5
383,74.0,3,13,1.1,2,3,10,0,8,10,60.4,6,Centro,1153.4,134.4
384,352.6,3,7,2.3,2,3,,1,1,9,300.9,6,Centro,1011.9,653.6
385,241.8,3,0,5.7,1,3,23,0,3,10,202.5,6,Intermediária,1120.5,444.3
386,126.0,4,5,7.6,3,3,15,1,5,10,107.2,7,Intermediária,1196.1,233.1
387,73.3,3,13,6.5,2,3,,0,1,9,65.3,6,Intermediária,747.2,138.5
388,104.7,2,1,4.0,1,1,7,0,3,9,87.6,3,Centro,649.3,192.3
389,185.2,2,12,7.4,1,2,,0,2,8,164.5,4,Intermediária,716.9,349.8
390,118.7,3,8,4.7,1,3,12,0,10,8,91.5,6,Centro,773.4,210.2
391,115.4,4,21,4.7,2,4,17,1,1,10,104.8,8,Centro,987.7,220.2
392,270.4,3,36,4.8,2,3,,1,1,9,229.1,6,Centro,905.8,499.5
393,147.2,5,0,1.6,1,4,,0,10,10,123.8,9,Centro,1413.0,271.1
394,91.8,4,7,5.7,3,3,23,1,1,7,83.6,7,Intermediária,1039.5,175.4
395,203.5,5,3,10.4,2,4,,0,8,6,173.0,9,Intermediária,1120.9,376.5
396,120.1,4,3,11.5,1,4,15,0,5,6,103.7,8,Intermediária,1012.2,223.8
397,88.8,2,8,7.8,0,2,,0,4,10,78.2,4,Intermediária,705.8,167.0
398,136.5,2,14,4.4,0,1,17,0,6,8,112.4,3,Centro,627.9,248.9
399,274.6,4,15,5.7,1,4,,0,8,7,235.8,8,Intermediária,888.5,510.4
400,184.2,3,11,4.8,2,3,,0,10,8,157.5,6,Centro,1136.8,341.7
401,140.6,3,0,8.2,1,3,,0,4,9,122.9,6,Intermediária,916.0,263.5
402,85.6,2,4,1.4,0,2,7,1,1,8,70.4,4,Centro,958.7,156.1
403,256.1,4,6,2.4,1,3,,0,2,10,217.1,7,Centro,1212.2,473.3
404,179.7,3,20,8.0,2,2,17,0,8,7,150.7,5,Intermediária,783.8,330.4
405,109.4,1,4,2.1,0,1,5,1,2,8,101.3,2,Centro,810.2,210.7
406,226.1,1,1,6.8,1,1,,1,5,9,195.0,2,Intermediária,769.0,421.1
407,250.9,2,2,2.3,1,2,7,0,3,9,218.7,4,Centro,1130.4,469.5
408,63.4,6,22,0.8,2,4,18,1,2,10,52.0,10,Centro,1201.0,115.4
409,55.7,2,30,3.1,0,2,4,1,8,9,47.4,4,Centro,732.4,103.1
410,114.2,3,18,3.0,1,2,4,0,1,7,96.1,5,Centro,677.2,210.3
411,173.7,4,2,10.7,2,4,,0,8,6,150.5,8,Intermediária,906.4,324.1
412,131.8,2,1,5.0,1,1,19,0,9,9,108.6,3,Intermediária,974.6,240.4
413,230.8,4,8,11.5,1,4,14,0,4,7,203.8,8,Intermediária,1117.7,434.6
414,247.3,4,0,7.9,1,3,18,0,4,9,208.8,7,Intermediária,1388.9,456.1
415,75.5,2,3,5.9,1,2,,0,4,9,54.0,4,Intermediária,678.5,129.5
416,94.9,3,23,5.0,1,3,1,0,5,7,82.6,6,Centro,825.2,177.5
417,85.9,3,2,3.5,1,2,24,0,10,9,66.5,5,Centro,999.7,152.4
418,91.2,4,5,8.2,2,4,24,0,2,9,73.3,8,Intermediária,993.2,164.5
419,113.7,3,7,4.1,1,3,,1,10,10,102.5,6,Centro,1095.5,216.2
420,97.5,3,5,0.9,1,2,,0,4,10,73.6,5,Centro,928.2,171.1
421,115.8,3,6,2.7,1,2,,0,4,8,104.2,5,Centro,886.8,220.0
422,62.1,4,30,6.4,2,4,22,0,3,8,50.3,8,Intermediária,679.6,112.4
423,337.7,4,32,9.5,1,4,17,1,2,8,289.3,8,Intermediária,1092.6,627.0
424,98.2,2,1,1.1,1,2,12,0,1,9,88.7,4,Centro,900.4,186.8
425,129.9,5,1,6.4,2,4,,0,7,8,111.6,9,Intermediária,976.5,241.5
426,245.0,3,3,1.3,1,2,1,0,6,9,201.9,5,Centro,1074.0,446.9
427,85.0,2,5,9.3,0,2,5,0,1,7,70.0,4,Intermediária,360.9,155.0
428,334.3,4,1,9.7,1,4,,0,7,7,284.6,8,Intermediária,1019.3,618.9
429,151.4,4,11,8.5,2,4,23,0,8,8,127.5,8,Intermediária,1069.0,278.9
430,172.8,3,0,5.6,1,2,7,0,4,9,143.6,5,Intermediária,1071.1,316.5
431,191.3,3,25,8.7,1,3,,1,4,7,163.2,6,Intermediária,809.1,354.5
432,142.2,4,11,0.7,1,4,9,0,6,9,120.3,8,Centro,1107.7,262.5
433,102.3,1,15,3.5,0,1,23,0,5,10,87.6,2,Centro,789.8,189.9
434,185.5,3,8,1.0,1,3,,0,10,9,158.7,6,Centro,1199.9,344.2
435,112.1,4,60,4.0,1,4,3,0,4,10,97.0,8,Centro,511.7,209.1
436,153.6,1,5,3.5,1,1,,0,5,8,125.0,2,Centro,635.6,278.6
437,52.2,2,4,6.0,1,1,15,1,6,9,37.0,3,Intermediária,900.9,89.2
438,151.1,5,24,2.2,3,4,,1,3,10,128.0,9,Centro,1363.8,279.1
439,226.6,3,4,12.5,2,3,9,0,6,7,198.4,6,Intermediária,906.8,424.9
440,256.5,4,1,0.6,2,3,,0,10,9,216.2,7,Centro,1403.2,472.7
441,110.3,3,10,6.0,3,3,1,0,2,9,98.9,6,Intermediária,842.3,209.2
442,105.8,2,2,9.2,1,2,23,0,9,8,87.8,4,Intermediária,856.0,193.6
443,67.2,2,8,20.6,1,2,,0,1,3,56.8,4,Afastada,162.9,124.0
444,97.2,4,4,10.3,3,4,,0,10,7,79.5,8,Intermediária,1067.4,176.6
445,62.3,3,2,7.5,3,3,,0,4,7,50.0,6,Intermediária,752.4,112.3
446,220.2,3,1,0.5,2,3,21,0,9,9,181.5,6,Centro,1500.0,401.7
447,257.1,4,0,2.5,1,4,,1,7,9,221.7,8,Centro,1385.0,478.8
448,62.2,3,0,4.6,1,3,20,0,1,9,63.0,6,Centro,1055.3,125.2
449,112.8,5,15,21.4,1,4,,0,4,4,92.9,9,Afastada,555.2,205.7
450,183.2,3,1,2.8,1,3,16,0,10,7,152.4,6,Centro,1263.8,335.6
451,82.9,3,9,5.9,1,3,4,0,2,8,63.3,6,Intermediária,781.6,146.2
452,87.4,4,5,9.5,1,3,5,0,1,8,71.2,7,Intermediária,760.7,158.6
453,86.3,2,2,5.9,1,1,,0,5,9,77.0,3,Intermediária,646.3,163.3
454,121.4,2,18,3.7,1,2,10,0,2,10,106.5,4,Centro,721.2,227.9
455,149.0,3,12,7.7,1,2,2,0,6,10,128.8,5,Intermediária,632.7,277.8
456,81.3,3,1,12.1,1,3,,0,3,8,62.9,6,Intermediária,580.9,144.1
457,173.7,3,18,6.0,3,3,5,0,5,8,149.6,6,Intermediária,820.9,323.3
458,101.5,2,2,6.3,0,2,7,0,10,9,90.3,4,Intermediária,706.9,191.8
459,90.0,3,21,2.0,1,2,14,0,3,10,77.8,5,Centro,876.8,167.8
460,77.6,4,1,1.5,3,4,23,1,6,10,71.1,8,Centro,1410.0,148.7
461,89.8,3,29,6.8,1,3,24,1,9,8,85.3,6,Intermediária,1084.0,175.1
462,108.8,5,0,4.6,2,4,,0,7,8,85.2,9,Centro,1207.7,194.1
463,252.0,3,12,7.9,2,3,6,1,6,8,220.5,6,Intermediária,923.5,472.5
464,41.2,3,5,10.5,2,3,19,0,8,7,23.4,6,Intermediária,884.7,64.6
465,132.9,3,4,6.6,1,3,,0,3,9,106.2,6,Intermediária,642.0,239.1
466,196.8,2,2,16.2,0,2,,0,2,6,175.6,4,Afastada,459.2,372.4
467,172.7,2,5,8.4,1,2,14,0,4,7,153.7,4,Intermediária,761.5,326.4
468,152.5,3,0,3.8,2,3,18,0,5,8,130.5,6,Centro,1258.8,283.0
469,132.1,2,5,6.6,0,2,1,0,4,9,116.5,4,Intermediária,705.5,248.6
470,290.5,5,5,6.1,1,4,12,1,8,10,253.3,9,Intermediária,1500.0,543.8
471,163.7,3,7,1.3,1,2,8,0,7,9,143.3,5,Centro,1115.0,307.0
472,241.1,4,11,6.0,2,4,,0,1,9,199.9,8,Intermediária,1082.8,441.0
473,123.9,3,23,5.4,1,2,23,0,4,9,102.1,5,Intermediária,767.8,226.0
474,238.3,2,19,1.7,0,2,1,0,2,10,196.4,4,Centro,737.6,434.8
475,159.9,3,68,3.6,1,2,2,1,8,8,122.7,5,Centro,415.0,282.6
476,226.2,3,1,18.4,1,3,6,0,3,5,194.5,6,Afastada,598.9,420.7
477,117.9,3,46,2.9,1,3,24,0,3,9,99.8,6,Centro,755.2,217.7
478,136.0,3,20,3.0,2,3,,0,9,10,112.9,6,Centro,1018.0,248.9
479,112.9,3,0,9.9,2,2,,0,2,7,82.8,5,Intermediária,515.8,195.7
480,103.6,5,41,7.9,1,4,13,0,9,10,85.3,9,Intermediária,780.1,188.9
481,108.1,3,12,2.9,2,3,4,1,2,9,95.5,6,Centro,794.7,203.5
482,76.2,4,1,11.1,2,4,8,0,6,6,63.3,8,Intermediária,754.6,139.5
483,105.3,3,13,4.7,3,2,3,1,6,10,85.3,5,Centro,932.8,190.6
484,316.1,1,20,4.1,1,1,21,0,1,10,273.2,2,Centro,868.8,589.2
485,210.7,3,12,6.6,1,3,,1,2,8,175.2,6,Intermediária,1006.5,385.8
486,202.0,3,4,5.8,1,3,14,0,5,8,166.2,6,Intermediária,956.6,368.2
487,130.9,4,4,10.7,1,4,9,0,6,8,113.7,8,Intermediária,1058.3,244.6
488,153.5,2,7,4.0,1,2,20,0,9,9,125.4,4,Centro,886.9,278.9
489,143.7,4,0,0.7,2,3,,0,4,9,122.7,7,Centro,1192.4,266.4
490,173.4,3,3,8.1,2,3,,0,1,7,144.5,6,Intermediária,549.7,317.9
491,86.8,3,1,2.0,2,2,,0,8,10,72.9,5,Centro,1124.9,159.6
492,30.1,2,5,10.8,1,2,23,0,3,9,30.5,4,Intermediária,588.9,60.7
493,192.7,3,5,16.3,3,2,3,0,1,6,163.1,5,Afastada,681.6,355.8
494,142.9,3,34,4.2,1,3,,0,10,8,112.7,6,Centro,786.8,255.6
495,76.8,3,1,3.4,2,3,,0,7,8,62.2,6,Centro,1127.3,138.9
496,110.9,2,14,2.2,1,2,,0,5,9,89.9,4,Centro,794.6,200.8
497,267.3,3,4,3.7,1,2,18,0,3,7,214.0,5,Centro,1117.6,481.3
498,219.4,4,1,4.0,3,4,8,0,5,10,187.2,8,Centro,1284.4,406.6
499,284.3,3,9,4.9,1,3,,0,10,6,243.2,6,Centro,967.1,527.5
500,139.7,3,6,5.2,1,3,,0,8,8,113.0,6,Intermediária,906.6,252.8
501,43.1,3,6,0.5,1,3,10,0,5,10,35.6,6,Centro,811.1,78.7
502,204.8,3,12,1.7,1,3,,0,6,7,174.7,6,Centro,968.0,379.5
503,154.5,3,4,6.5,1,3,,0,6,10,134.2,6,Intermediária,954.5,288.6
504,125.6,3,1,8.8,2,3,,0,9,8,112.6,6,Intermediária,744.6,238.1
505,140.2,5,0,6.2,2,4,21,0,1,8,115.6,9,Intermediária,1089.6,255.8
506,235.5,3,0,8.2,2,3,,0,8,8,195.6,6,Intermediária,943.8,431.1
507,157.8,2,21,3.7,0,2,11,0,9,10,137.7,4,Centro,874.6,295.5
508,62.8,4,5,4.7,2,4,1,1,5,8,58.5,8,Centro,979.3,121.2
509,68.1,3,31,4.5,1,3,12,0,8,10,62.9,6,Centro,644.2,131.0
510,93.9,5,21,12.3,1,4,17,0,2,7,82.6,9,Intermediária,800.9,176.5
511,80.0,2,5,0.6,0,1,19,0,9,10,69.8,3,Centro,895.8,149.8
512,,2,3,8.8,1,1,,0,8,9,137.4,3,Intermediária,649.5,
513,225.3,3,29,2.3,2,3,,0,4,9,192.7,6,Centro,902.1,417.9
514,112.7,2,4,9.0,0,2,8,0,9,8,87.3,4,Intermediária,707.7,200.0
515,150.6,2,7,4.4,1,2,,0,2,7,121.2,4,Centro,641.8,271.8
516,135.7,4,12,8.9,1,3,,0,8,7,111.7,7,Intermediária,962.2,247.4
517,77.8,2,1,8.3,1,1,24,0,4,8,64.7,3,Intermediária,708.3,142.5
518,96.5,2,9,4.9,1,2,,1,3,9,73.7,4,Centro,899.6,170.1
519,78.7,5,28,2.5,2,4,20,0,5,10,65.3,9,Centro,1264.7,144.0
520,166.2,4,7,0.5,1,3,,0,1,9,135.9,7,Centro,1012.7,302.1
521,52.3,3,4,1.5,2,3,9,0,4,10,57.1,6,Centro,834.3,109.4
522,142.2,6,7,12.6,2,4,13,0,4,6,115.2,10,Intermediária,1025.2,257.4
523,80.7,4,13,11.4,3,3,10,0,10,8,70.9,7,Intermediária,847.7,151.6
524,166.5,4,11,3.7,1,4,,1,8,10,128.4,8,Centro,1428.6,294.9
525,183.8,2,6,4.9,0,2,,0,4,10,149.2,4,Centro,801.4,333.0
526,300.4,1,5,2.4,1,1,14,0,1,10,259.3,2,Centro,896.7,559.7
527,120.7,4,11,4.4,1,4,1,0,3,10,96.6,8,Centro,1004.2,217.3
528,55.2,4,11,1.2,1,4,,0,5,10,45.8,8,Centro,957.0,101.1
529,77.4,3,30,5.8,1,3,,0,1,8,57.4,6,Intermediária,565.3,134.8
530,148.5,2,9,1.4,1,2,,0,10,10,131.6,4,Centro,721.4,280.2
531,112.4,3,6,2.0,1,3,14,0,7,10,92.3,6,Centro,1188.1,204.7
532,98.3,4,10,3.7,2,4,,0,5,8,82.6,8,Centro,955.2,180.9
533,203.1,5,2,1.9,1,4,18,0,5,10,179.9,9,Centro,1384.9,383.0
534,73.3,4,9,5.6,1,4,21,0,9,10,56.9,8,Intermediária,1165.4,130.1
535,128.4,5,0,2.7,2,4,,0,6,10,114.0,9,Centro,1423.8,242.4
536,96.7,4,3,6.2,2,3,,0,9,9,84.3,7,Intermediária,1012.1,181.0
537,147.5,3,4,3.4,2,2,,1,6,8,127.2,5,Centro,1044.9,274.7
538,237.8,3,2,5.7,2,2,4,0,6,10,196.3,5,Intermediária,974.8,434.1
539,104.5,3,22,9.7,2,3,,0,2,8,93.2,6,Intermediária,770.6,197.7
540,77.8,2,13,6.8,1,1,,0,5,9,63.0,3,Intermediária,503.1,140.8
541,240.9,4,2,8.9,1,4,7,1,7,9,206.4,8,Intermediária,1059.4,447.3
542,58.5,6,4,0.8,2,4,,1,8,10,42.4,10,Centro,1438.2,100.8
543,95.3,5,7,5.7,3,4,8,0,10,7,86.7,9,Intermediária,1140.7,182.0
544,184.9,6,12,0.5,3,4,7,1,8,10,159.1,10,Centro,1416.0,344.1
545,98.5,4,8,1.8,2,4,,0,4,10,80.7,8,Centro,1113.9,179.3
546,192.9,3,2,2.9,1,2,6,0,2,9,178.2,5,Centro,990.3,371.1
547,171.5,3,7,9.6,1,3,,0,7,7,141.0,6,Intermediária,793.2,312.5
548,98.2,5,3,6.1,1,4,,0,4,7,82.9,9,Intermediária,1093.0,181.1
549,39.1,4,5,4.2,2,3,,0,10,8,32.6,7,Centro,993.0,71.7
550,102.0,3,7,7.8,1,2,10,1,8,10,86.8,5,Intermediária,787.8,188.8
551,143.2,4,10,1.4,1,3,3,0,8,10,125.9,7,Centro,1104.9,269.1
552,89.5,2,8,7.0,1,2,21,0,8,10,68.0,4,Intermediária,773.0,157.5
553,120.6,5,2,5.4,1,4,23,0,4,9,105.8,9,Intermediária,1198.4,226.3
554,321.1,4,9,11.3,2,4,,0,2,7,272.4,8,Intermediária,1053.7,593.5
555,146.0,3,18,3.2,2,3,6,0,1,9,130.7,6,Centro,1009.5,276.7
556,155.8,2,35,1.5,1,1,16,0,4,10,129.5,3,Centro,848.6,285.3
557,58.8,3,9,16.5,2,3,7,0,5,6,53.4,6,Afastada,605.1,112.3
558,146.4,3,0,3.5,3,3,,0,2,10,131.9,6,Centro,919.7,278.3
559,127.0,1,21,11.1,1,1,,0,5,7,112.7,2,Intermediária,412.4,239.8
560,104.9,2,4,2.0,0,2,,0,9,10,82.6,4,Centro,935.7,187.5
561,144.9,3,30,3.0,2,3,11,0,7,8,126.0,6,Centro,887.9,270.8
562,271.1,2,16,9.1,0,2,8,1,9,8,235.5,4,Intermediária,958.8,506.6
563,49.4,3,0,5.1,1,3,24,0,7,8,42.2,6,Intermediária,966.1,91.5
564,205.7,3,5,3.5,1,2,23,0,5,10,175.6,5,Centro,1088.2,381.3
565,123.7,2,17,4.9,1,2,2,1,3,10,108.9,4,Centro,788.1,232.6
566,71.1,3,11,10.0,2,2,17,0,4,9,59.0,5,Intermediária,598.6,130.1
567,166.4,5,3,4.5,1,4,7,0,5,10,142.3,9,Centro,1274.9,308.7
568,89.5,2,11,5.0,1,2,11,0,4,8,75.3,4,Intermediária,562.8,164.8
569,79.6,4,2,2.1,1,4,,0,4,10,58.8,8,Centro,975.4,138.4
570,84.2,2,23,3.1,0,2,9,0,8,9,71.1,4,Centro,627.9,155.3
571,104.5,2,6,6.0,1,2,23,1,3,8,92.8,4,Intermediária,754.1,197.3
572,58.7,3,5,3.4,2,3,,1,9,10,51.5,6,Centro,1050.0,110.2
573,60.0,3,3,5.3,1,2,,0,4,10,57.0,5,Intermediária,737.1,117.0
574,47.5,3,4,9.0,2,3,,0,4,8,38.6,6,Intermediária,686.1,86.1
575,104.8,3,9,4.0,2,3,,0,9,9,95.0,6,Centro,989.5,199.8
576,88.4,6,3,11.6,2,4,,0,3,8,76.5,10,Intermediária,1033.6,164.9
577,66.7,5,20,3.6,1,4,,0,10,10,52.1,9,Centro,903.3,118.7
578,114.9,4,11,6.4,2,4,1,0,10,9,96.3,8,Intermediária,913.2,211.2
579,175.0,2,3,6.7,1,2,,0,3,7,149.0,4,Intermediária,587.7,324.0
580,41.4,3,26,5.2,2,2,,0,4,8,27.8,5,Intermediária,511.8,69.2
581,207.1,1,7,3.1,1,1,14,0,6,9,162.5,2,Centro,734.7,369.6
582,129.7,3,1,2.2,1,3,,0,10,9,115.5,6,Centro,919.9,245.2
583,139.8,4,14,3.9,2,4,,1,9,10,121.6,8,Centro,1179.4,261.4
584,208.5,3,6,5.2,1,2,18,0,2,10,173.9,5,Intermediária,1065.2,382.3
585,171.9,5,2,6.1,2,4,,0,4,7,145.5,9,Intermediária,791.4,317.4
586,81.6,6,3,13.5,1,4,22,1,1,6,72.4,10,Intermediária,956.8,154.0
587,84.2,4,9,3.9,3,4,14,0,4,9,79.4,8,Centro,1155.7,163.7
588,163.6,3,10,8.5,3,3,18,0,2,8,135.5,6,Intermediária,989.2,299.1
589,120.0,3,12,2.2,1,2,,0,3,10,98.5,5,Centro,757.1,218.4
590,75.3,3,22,9.4,3,3,,0,7,7,61.3,6,Intermediária,758.6,136.6
591,128.2,3,49,4.7,2,2,,0,2,9,114.2,5,Centro,555.4,242.4
592,134.7,3,7,6.9,3,3,,0,6,6,118.0,6,Intermediária,832.1,252.7
593,184.3,4,9,5.7,2,3,13,0,6,9,157.9,7,Intermediária,1254.3,342.2
594,105.9,4,13,14.3,1,4,9,1,10,8,96.7,8,Intermediária,1037.2,202.6
595,85.3,4,0,0.8,1,4,,0,3,10,69.9,8,Centro,1011.7,155.3
596,110.6,2,12,7.7,1,2,13,1,9,8,87.7,4,Intermediária,931.0,198.3
597,94.8,2,6,9.1,0,2,21,0,8,10,87.5,4,Intermediária,875.6,182.3
598,168.6,3,12,1.5,2,2,,0,1,10,148.4,5,Centro,800.9,317.0
599,92.6,4,23,4.9,1,3,,0,1,8,71.0,7,Centro,950.5,163.7
600,329.4,3,9,7.9,2,3,1,1,4,8,281.7,6,Intermediária,1151.9,611.1
601,102.0,6,0,15.8,2,4,,0,9,4,85.4,10,Afastada,811.5,187.3
602,88.0,3,18,1.4,1,2,,1,8,8,79.3,5,Centro,1036.1,167.3
603,106.2,2,4,1.6,1,2,1,1,3,10,91.7,4,Centro,945.9,197.9
604,400.0,6,8,7.6,1,4,,0,9,8,339.5,10,Intermediária,1500.0,739.5
605,157.5,3,2,0.9,2,2,,0,4,8,133.6,5,Centro,963.1,291.1
606,173.2,2,15,1.3,1,2,,0,10,10,143.1,4,Centro,878.2,316.3
607,102.9,2,6,4.3,1,2,10,0,7,8,80.1,4,Centro,891.1,183.1
608,67.9,3,13,1.7,3,3,12,0,4,10,56.3,6,Centro,1119.5,124.2
609,68.3,4,24,4.5,2,3,,1,10,8,56.6,7,Centro,801.0,124.9
610,96.0,3,1,9.4,2,3,,0,8,7,79.4,6,Intermediária,721.3,175.4
611,166.1,4,2,11.3,1,4,,0,8,8,143.5,8,Intermediária,952.2,309.6
612,68.7,1,22,4.1,1,1,12,0,8,9,59.2,2,Centro,553.4,127.9
613,84.2,1,33,10.5,1,1,,0,6,8,74.4,2,Intermediária,278.7,158.6
614,95.9,3,3,8.2,3,3,2,0,4,7,86.7,6,Intermediária,931.4,182.6
615,354.6,3,1,3.5,1,2,,0,2,10,298.8,5,Centro,942.4,653.3
